step,epoch,loss_jepa,loss_drift,loss_total,lr,grad_norm,throughput,val_loss
379,1,0.460386,0.000000,0.652239,1.36e-05,0.0973,0.04,
380,1,0.465384,0.000000,0.669330,1.33e-05,0.1512,0.04,
381,1,0.460897,0.000000,0.645243,1.30e-05,0.1241,0.04,
382,1,0.452272,0.000000,0.650171,1.28e-05,0.1323,0.04,
383,1,0.460623,0.000000,0.615915,1.26e-05,0.1384,0.04,
384,1,0.460919,0.000000,0.623184,1.23e-05,0.1276,0.04,
385,1,0.459209,0.000000,0.631729,1.21e-05,0.1549,0.04,
386,1,0.462988,0.000000,0.634582,1.18e-05,0.1267,0.04,
387,1,0.457066,0.000000,0.625186,1.16e-05,0.1604,0.04,
388,1,0.472653,0.000000,0.652253,1.14e-05,0.1162,0.04,
389,1,0.457699,0.000000,0.635214,1.11e-05,0.1165,0.04,
390,1,0.452355,0.000000,0.622373,1.09e-05,0.1401,0.04,
391,1,0.455437,0.000000,0.642446,1.07e-05,0.1152,0.04,
392,1,0.465948,0.000000,0.682374,1.04e-05,0.1825,0.04,
393,1,0.467370,0.000000,0.615417,1.02e-05,0.1068,0.04,
394,1,0.452177,0.000000,0.613949,1.00e-05,0.1718,0.04,
395,1,0.460208,0.000000,0.619072,1.00e-05,0.1013,0.04,
396,1,0.455130,0.000000,0.632096,1.00e-05,0.1643,0.04,
397,1,0.454625,0.000000,0.617231,1.00e-05,0.1136,0.04,
398,1,0.445618,0.000000,0.602499,1.00e-05,0.1098,0.04,
399,1,0.455662,0.000000,0.625888,1.00e-05,0.1319,0.04,
400,1,0.471003,0.000000,0.621859,1.00e-05,0.1068,0.04,
401,1,0.458397,0.000000,0.655134,1.00e-05,0.1239,0.04,
402,1,0.461019,0.000000,0.736322,1.00e-05,0.1428,0.02,
403,1,0.463256,0.000000,0.652516,1.00e-05,0.1271,0.04,
404,1,0.460073,0.000000,0.668763,1.00e-05,0.2367,0.04,
405,1,0.458984,0.000000,0.635439,1.00e-05,0.1260,0.04,
406,1,0.468683,0.000000,0.670572,1.00e-05,0.1209,0.04,
407,1,0.451500,0.000000,0.656088,1.00e-05,0.1315,0.04,
408,1,0.453979,0.000000,0.661668,1.00e-05,0.1297,0.04,
409,1,0.467676,0.000000,0.674313,1.00e-05,0.1235,0.04,
410,1,0.464452,0.000000,0.637422,1.00e-05,0.1678,0.04,
411,1,0.454742,0.000000,0.563556,1.00e-05,0.1354,0.04,
412,1,0.457343,0.000000,0.630177,1.00e-05,0.1194,0.04,
413,1,0.456977,0.000000,0.657623,1.00e-05,0.1494,0.04,
414,1,0.464525,0.000000,0.638018,1.00e-05,0.1214,0.04,
415,1,0.454581,0.000000,0.602759,1.00e-05,0.1016,0.04,
416,1,0.464761,0.000000,0.652224,1.00e-05,0.1144,0.04,
417,1,0.445430,0.000000,0.602420,1.00e-05,0.1738,0.04,
418,1,0.460691,0.000000,0.608148,1.00e-05,0.1686,0.04,
419,1,0.467720,0.000000,0.611454,1.00e-05,0.1586,0.04,
420,1,0.457152,0.000000,0.622165,1.00e-05,0.1354,0.04,
421,1,0.445351,0.000000,0.614757,1.00e-05,0.1306,0.04,
422,1,0.462676,0.000000,0.649086,1.00e-05,0.1465,0.04,
423,1,0.449727,0.000000,0.582357,1.00e-05,0.2031,0.04,
424,1,0.461655,0.000000,0.641635,1.00e-05,0.2266,0.04,
425,1,0.470528,0.000000,0.648245,1.00e-05,0.2200,0.04,
426,1,0.468324,0.000000,0.662173,1.00e-05,0.1737,0.04,
427,1,0.452366,0.000000,0.614097,1.00e-05,0.1062,0.04,
428,1,0.469407,0.000000,0.636549,1.00e-05,0.1737,0.04,
429,1,0.446222,0.000000,0.567387,1.00e-05,0.0895,0.04,
430,1,0.464072,0.000000,0.687935,1.00e-05,0.1726,0.04,
431,1,0.456532,0.000000,0.621918,1.00e-05,0.1839,0.04,
432,1,0.463735,0.000000,0.617467,1.00e-05,0.1187,0.04,
433,1,0.462816,0.000000,0.688870,1.00e-05,0.1467,0.04,
434,1,0.456631,0.000000,0.621138,1.00e-05,0.1272,0.04,
435,1,0.453683,0.000000,0.635133,1.00e-05,0.1638,0.04,
436,1,0.454081,0.000000,0.605650,1.00e-05,0.1350,0.04,
437,1,0.463981,0.000000,0.641127,1.00e-05,0.1319,0.04,
438,1,0.457527,0.000000,0.653521,1.00e-05,0.1648,0.04,
439,1,0.441908,0.000000,0.677980,1.00e-05,0.3325,0.09,
440,1,0.456443,0.000000,0.631328,1.00e-05,0.1651,0.06,
441,1,0.459640,0.000000,0.619608,1.00e-05,0.1174,0.04,
442,1,0.448418,0.000000,0.626713,1.00e-05,0.1191,0.04,
443,1,0.449016,0.000000,0.638230,1.00e-05,0.1134,0.04,
444,1,0.456342,0.000000,0.624866,1.00e-05,0.1507,0.04,
445,1,0.459649,0.000000,0.631694,1.00e-05,0.1304,0.04,
446,1,0.445262,0.000000,0.618172,1.00e-05,0.2240,0.04,
447,1,0.452825,0.000000,0.629066,1.00e-05,0.1542,0.04,
448,1,0.450479,0.000000,0.625489,1.00e-05,0.2189,0.04,
449,1,0.460160,0.000000,0.625984,1.00e-05,0.1205,0.04,
450,1,0.453264,0.000000,0.636713,1.00e-05,0.2055,0.04,
451,1,0.457331,0.000000,0.610323,1.00e-05,0.1152,0.04,
452,1,0.458374,0.000000,0.612279,1.00e-05,0.1355,0.04,
453,1,0.452034,0.000000,0.602795,1.00e-05,0.1510,0.04,
454,1,0.457928,0.000000,0.599444,1.00e-05,0.1786,0.04,
455,1,0.463700,0.000000,0.640063,1.00e-05,0.1320,0.04,
456,1,0.450087,0.000000,0.641894,1.00e-05,0.2716,0.04,
457,1,0.465179,0.000000,0.638051,1.00e-05,0.1516,0.04,
458,1,0.467787,0.000000,0.651391,1.00e-05,0.2355,0.04,
459,1,0.452748,0.000000,0.640616,1.00e-05,0.1603,0.04,
460,1,0.460654,0.000000,0.614555,1.00e-05,0.0940,0.04,
461,1,0.453703,0.000000,0.607402,1.00e-05,0.1112,0.04,
462,1,0.459520,0.000000,0.648503,1.00e-05,0.1694,0.04,
463,1,0.450994,0.000000,0.620709,1.00e-05,0.1273,0.04,
464,1,0.456737,0.000000,0.616233,1.00e-05,0.2578,0.04,
465,1,0.456416,0.000000,0.613929,1.00e-05,0.1112,0.04,
466,1,0.460853,0.000000,0.725495,1.00e-05,0.1739,0.04,
467,1,0.456431,0.000000,0.614704,1.00e-05,0.1318,0.04,
468,1,0.456555,0.000000,0.587081,1.00e-05,0.1516,0.04,
469,1,0.468182,0.000000,0.647031,1.00e-05,0.1597,0.04,
470,1,0.462001,0.000000,0.662821,1.00e-05,0.1333,0.04,
471,1,0.458574,0.000000,0.638478,1.00e-05,0.1167,0.04,
472,1,0.459726,0.000000,0.601708,1.00e-05,0.0955,0.04,
473,1,0.460945,0.000000,0.618740,1.00e-05,0.1058,0.04,
474,1,0.461142,0.000000,0.682766,1.00e-05,0.1583,0.04,
475,1,0.458278,0.000000,0.631229,1.00e-05,0.1195,0.04,
476,1,0.443931,0.000000,0.606062,1.00e-05,0.1720,0.04,
477,1,0.441271,0.000000,0.648110,1.00e-05,0.1725,0.04,
478,1,0.444340,0.000000,0.619257,1.00e-05,0.1569,0.04,
479,1,0.444391,0.000000,0.615586,1.00e-05,0.1065,0.04,
479,1,,,,,,,0.458764
480,1,0.465536,0.000000,0.642440,1.00e-05,0.1444,0.00,
481,1,0.458991,0.000000,0.630716,1.00e-05,0.1951,0.01,
