step,epoch,loss_jepa,loss_drift,loss_total,lr,grad_norm,throughput,val_loss
85,2,0.466669,0.000000,0.734124,3.71e-05,0.1488,0.00,
86,2,0.470152,0.000000,0.751173,3.58e-05,0.1957,0.03,
87,2,0.461705,0.000000,0.698492,3.45e-05,0.2734,0.03,
88,2,0.458414,0.000000,0.726606,3.33e-05,0.1057,0.03,
89,2,0.473096,0.000000,0.694739,3.21e-05,0.1191,0.03,
90,2,0.476748,0.000000,0.695124,3.09e-05,0.1281,0.03,
91,2,0.460967,0.000000,0.712416,2.97e-05,0.2044,0.03,
92,2,0.464483,0.000000,0.710975,2.85e-05,0.1708,0.03,
93,2,0.461183,0.000000,0.778388,2.73e-05,0.1747,0.03,
94,2,0.459834,0.000000,0.717386,2.61e-05,0.1616,0.03,
95,2,0.465904,0.000000,0.744251,2.50e-05,0.1495,0.03,
96,2,0.466663,0.000000,0.700452,2.39e-05,0.1211,0.03,
97,2,0.461577,0.000000,0.668865,2.28e-05,0.1034,0.03,
98,2,0.469012,0.000000,0.718255,2.17e-05,0.1230,0.03,
99,2,0.457382,0.000000,0.698429,2.06e-05,0.1328,0.03,
100,2,0.460100,0.000000,0.708931,1.96e-05,0.1093,0.03,
101,2,0.471719,0.000000,0.716020,1.85e-05,0.1539,0.04,
101,2,,,,,,,0.468471
102,3,0.465987,0.000000,0.698778,1.75e-05,0.1429,0.00,
103,3,0.476093,0.000000,0.720340,1.65e-05,0.1417,0.03,
104,3,0.469273,0.000000,0.644016,1.56e-05,0.1873,0.08,
105,3,0.481915,0.000000,0.707402,1.46e-05,0.1247,0.05,
106,3,0.467582,0.000000,0.687155,1.37e-05,0.1194,0.03,
107,3,0.461451,0.000000,0.691474,1.28e-05,0.1538,0.03,
108,3,0.477741,0.000000,0.706120,1.20e-05,0.1172,0.03,
109,3,0.469652,0.000000,0.729800,1.11e-05,0.1341,0.03,
110,3,0.474582,0.000000,0.681364,1.03e-05,0.1339,0.03,
111,3,0.463575,0.000000,0.664214,1.00e-05,0.1272,0.03,
112,3,0.456913,0.000000,0.661275,1.00e-05,0.1168,0.03,
113,3,0.470727,0.000000,0.691041,1.00e-05,0.1280,0.03,
114,3,0.461342,0.000000,0.673626,1.00e-05,0.1255,0.03,
115,3,0.473468,0.000000,0.697298,1.00e-05,0.1704,0.03,
116,3,0.468144,0.000000,0.701925,1.00e-05,0.1258,0.03,
117,3,0.463340,0.000000,0.673237,1.00e-05,0.1467,0.03,
118,3,0.468899,0.000000,0.672077,1.00e-05,0.2311,0.03,
118,3,,,,,,,0.463085
119,3,0.469341,0.000000,0.680855,1.00e-05,0.1920,0.00,
120,3,0.462341,0.000000,0.676270,1.00e-05,0.1577,0.03,
121,3,0.460949,0.000000,0.678385,1.00e-05,0.1650,0.03,
122,3,0.460719,0.000000,0.703907,1.00e-05,0.2116,0.03,
123,3,0.456549,0.000000,0.644926,1.00e-05,0.1197,0.03,
124,3,0.461935,0.000000,0.688533,1.00e-05,0.1744,0.03,
125,3,0.457604,0.000000,0.656677,1.00e-05,0.1121,0.03,
126,3,0.463262,0.000000,0.688291,1.00e-05,0.1531,0.03,
127,3,0.452379,0.000000,0.642939,1.00e-05,0.1235,0.03,
128,3,0.458662,0.000000,0.681356,1.00e-05,0.1352,0.03,
129,3,0.456332,0.000000,0.691912,1.00e-05,0.1453,0.03,
130,3,0.455658,0.000000,0.686867,1.00e-05,0.1757,0.03,
131,3,0.455488,0.000000,0.705981,1.00e-05,0.1077,0.03,
132,3,0.455157,0.000000,0.664774,1.00e-05,0.1261,0.03,
133,3,0.473748,0.000000,0.704553,1.00e-05,0.1314,0.03,
134,3,0.462821,0.000000,0.667455,1.00e-05,0.1003,0.03,
135,3,0.457014,0.000000,0.694909,1.00e-05,0.1708,0.03,
135,3,,,,,,,0.465122
